date,total,china,usa,vietnam,hongkong,japan,korea_index,oecd_index,ex_rate,oil
2020-12-01,51332449396,12710301396,7157647338,5242213207,3102676601,2332172653,100.9399,98.98676,1095.13,47.07
2021-01-01,48006973697,11787036611,8412354594,4642317898,2441564805,2237046015,101.2069,99.16486,1097.49,52.1
2021-02-01,44706906918,11208799453,6396234633,3907994035,2516268543,2191909157,101.4586,99.5245,1111.72,59.06
2021-03-01,53690914321,13408119054,7970755898,4207078759,3402418498,2415077031,101.68,100.0622,1131.02,62.36
2021-04-01,51225991397,13401058327,7557229358,4334987144,2985366252,2489524820,101.8385,100.431,1119.4,61.7
2021-05-01,50725161248,13246809078,7448015955,4167818891,3093419795,2361626618,101.889,100.7696,1123.28,65.16
2021-06-01,54778904949,13070490087,8717226261,4581970971,3471242070,2597105443,101.8182,101.0163,1121.3,71.35
2021-07-01,55461518159,13586374429,8724015829,4934034094,2872361283,2565013671,101.6371,101.1617,1143.98,72.43
2021-08-01,53165103786,13881327880,7704223847,4850337611,3415828590,2522980082,101.368,101.2144,1160.34,67.71
2021-09-01,55913862375,14291980345,7983934107,5101701490,3852088155,2541017857,101.0363,101.1949,1169.54,71.54
2021-10-01,55660372637,14415867215,8066782602,4904971459,2739662629,2614683864,100.6901,101.1177,1182.82,81.22
2021-11-01,60330542263,15272549044,8133640339,5478296945,3232583381,2813250497,100.3722,100.9916,1182.91,78.65
2021-12-01,60734116670,15342562681,8787542044,5617022808,3444272573,2712571429,100.0897,100.8288,1183.7,71.69
